,user_id,item_id,cat_id,cat1,buy_mount,day
64,1970876909,20197969079,211122,38,1,2020/10/17
65,605724983,19747694834,50006520,50014815,12,2020/10/17
66,2148300507,41694440222,50010549,50008168,1,2020/11/12
67,818595619,36424612559,50013636,50008168,1,2020/11/12
68,442760655,36611607467,50016704,50022520,1,2020/12/28
69,1026379511,19281156237,50012375,50022520,1,2018/9/5
70,113473924,15486726090,50014250,28,1,2018/9/5
71,117887031,10956228163,50012451,50008168,1,2018/9/5
72,468447138,15550398428,50012442,50008168,1,2018/9/5
73,348660284,10896577394,50014250,28,1,2019/5/25
74,129642523,23703880889,50012364,122650008,1,2019/5/25
75,1708761610,18560026026,50016030,50008168,1,2019/5/25
76,908702885,15515470575,50023591,50022520,1,2019/3/12
77,151915451,17305821144,211122,38,2,2020/1/4
78,745002413,36815797313,50023645,28,1,2020/1/4
79,1046234868,10799142007,50023591,50022520,1,2018/11/9
80,810362779,16933071954,50010545,50008168,1,2018/11/9
81,119784861,20796936076,50140021,50008168,1,2018/11/29
82,277184180,17734463967,50010555,50008168,1,2018/11/29
83,648623529,16590447919,50010555,50008168,1,2018/11/29
84,1085938456,39009925227,50013207,50008168,1,2020/8/27
85,2214390386,40856437695,50013636,50008168,1,2020/8/27
86,346816172,37132432638,50013636,50008168,1,2020/8/27
87,654037597,13775864723,50011993,28,1,2019/5/13
88,1667892062,16767168507,50158020,50008168,1,2019/5/13
89,277279277,18024521052,211122,38,12,2019/5/13
90,1721792494,36154660054,50008845,28,1,2020/3/12
91,56549058,26930668292,50003700,28,1,2020/3/12
92,696527486,37269469522,50011993,28,1,2020/7/18
93,643153890,17954181229,50003700,28,1,2020/7/18
94,362976947,39676108316,50012375,50022520,1,2020/7/18
95,1097191176,39095838474,50015841,28,1,2021/2/3
96,1107237181,18979330679,121382039,50014815,1,2021/2/3
97,1090130969,38473204110,50012364,122650008,1,2020/6/4
98,373997473,24898348642,50012442,50008168,1,2020/6/4
99,59135448,20494104463,50012375,50022520,1,2020/9/29
100,159200525,41039702666,50010566,50008168,1,2020/9/29
101,1716267100,22093727553,50010558,50008168,1,2020/8/9
102,144193086,19242787489,50007011,50008168,1,2020/11/10
103,2244510155,42876738403,50012442,50008168,1,2020/12/12
104,856616583,20026413519,50006602,50008168,1,2020/12/12
105,883251550,13518730030,121398035,50022520,1,2020/12/3
106,669370290,40584762520,121540027,28,1,2020/10/26
107,212511511,41464170257,50013636,50008168,1,2020/10/26
108,170840099,13153741108,50012461,50014815,1,2018/10/13
109,371153601,19893996909,251725,28,1,2018/10/13
110,91963477,15668973699,50012360,122650008,1,2018/10/13
111,81157762,12687393674,50010557,50008168,1,2019/1/1
112,716099843,7696522694,50012460,50014815,1,2019/1/1
113,724395786,20690772279,50023531,28,1,2018/11/17
114,282509697,17410207776,50013636,50008168,2,2018/11/17
115,35547603,16244882894,50012451,50008168,1,2018/11/17
116,353309946,35706852947,50012359,122650008,1,2019/12/2
117,296448405,18524578446,50016030,50008168,7,2019/12/2
118,189760285,13212293539,50010549,50008168,1,2019/12/5
119,76082889,36157559629,50010557,50008168,1,2019/12/5
120,1865255157,35164394079,50014863,50014815,1,2019/12/5
121,1069610848,24576788864,50013207,50008168,1,2019/4/28
122,190260411,23964736351,50013636,50008168,1,2019/4/28
123,272455031,26087972097,50013881,28,1,2019/7/26
124,120447438,19100818270,50003700,28,1,2019/7/26
125,115912567,39100379471,50010558,50008168,1,2020/8/27
126,45142316,36723659574,121452027,28,1,2020/8/27
127,1047298224,14653385559,121540027,28,1,2021/1/11
128,1904323341,37669194982,211130,50014815,1,2020/3/8
129,760669975,16380719227,50010557,50008168,1,2018/8/8
130,159129426,15198386301,50013711,50008168,2,2018/8/8
131,674635535,19679396441,50010544,50008168,1,2018/11/30
132,47326167,16078574732,50023670,28,1,2018/11/30
133,645596397,20115324762,50010549,50008168,1,2018/11/30
134,97481514,41161316434,211122,38,6,2020/11/26
135,1598030949,20208529849,50012365,122650008,1,2019/11/11
136,674122597,35588901041,50013711,50008168,1,2019/11/11
137,161103051,16922639947,50023591,50022520,1,2019/3/19
138,152064494,19062783760,50013207,50008168,1,2019/3/19
139,263060708,16046942830,50012730,50014815,1,2019/3/19
140,368749905,15846942315,50006602,50008168,1,2018/11/14
141,65853425,19495252067,50010555,50008168,1,2018/11/14
142,130868188,10936606761,250822,28,1,2019/2/23
143,549199469,3528149271,50012564,50014815,3,2019/2/23
144,278221658,18453408307,50003700,28,1,2019/2/23
145,791132180,24096808181,50006096,28,1,2020/3/18
146,302696640,19453846475,50012451,50008168,1,2020/3/18
147,108029337,16702592824,50015146,28,1,2020/3/18
148,662134541,7594318922,211122,38,6,2019/12/11
149,420401637,27230664347,50006032,50022520,1,2019/12/11
150,222247261,37750995850,50156020,50008168,2,2020/3/29
151,1953881444,38127775766,50024842,50008168,1,2020/3/29
152,54677605,20319069923,50023531,28,3,2020/2/25
153,355672847,20872823839,50024631,28,3,2020/2/25
154,640785615,18862439991,50012461,50014815,1,2020/2/25
155,39433761,43017677581,50010236,50014815,1,2021/1/20
156,1780013657,42916317391,50010558,50008168,1,2021/1/20
157,600831509,16675067783,50009549,50014815,1,2020/7/6
158,50819203,16808698646,50016704,50022520,1,2020/6/14
159,58486545,38424917283,50012364,122650008,1,2020/6/14
160,641458434,35300961353,50010558,50008168,1,2020/7/28
161,15107241,42017482960,50132021,50008168,1,2020/12/7
162,1966120346,41967304905,50023591,50022520,1,2020/12/7
163,392769274,17407537176,50012451,50008168,1,2019/5/15
164,158164362,16683738509,50009542,50014815,1,2019/5/15
165,464897855,17887341057,50013207,50008168,1,2019/5/15
166,273630132,17347258801,50013636,50008168,1,2019/2/27
167,324735255,16734609461,50014271,50014815,1,2019/2/27
168,767890826,16742290652,50019022,28,1,2019/2/27
169,757254614,35900705534,50013711,50008168,1,2019/12/20
170,1815062610,35720642846,50012365,122650008,1,2019/12/20
171,1678332163,36203487904,50010544,50008168,1,2019/12/20
172,823760763,40013538764,50006094,28,1,2020/9/2
173,2161214395,36804759036,50014866,50022520,1,2020/9/2
174,383107043,36110832718,50018860,28,1,2020/9/2
175,660730336,16531678998,50010537,50008168,1,2018/11/25
176,913089810,14848853829,50016030,50008168,1,2018/11/25
177,275261625,23062392785,50010558,50008168,1,2019/6/10
178,1040747103,12390205769,50013178,28,1,2019/6/10
179,349454063,8836411749,50012807,50014815,1,2019/3/14
180,133453222,15714359208,50006041,50014815,1,2019/3/14
181,357694485,35109909746,50010558,50008168,1,2021/1/15
182,58311763,40386553615,121408024,50008168,1,2021/1/15
183,366628138,27498304615,50013636,50008168,1,2019/10/30
184,59437819,35645093482,50012359,122650008,1,2019/10/30
185,36794431,38062764472,50010566,50008168,1,2020/5/30
186,16132793,39106324681,50003700,28,1,2020/5/30
187,87072462,19457195384,50010558,50008168,1,2020/5/30
188,102413192,10771075122,50006820,28,1,2019/7/17
189,83200871,20927131290,50006602,50008168,1,2019/7/17
190,352628130,16362395771,50012451,50008168,1,2020/2/15
191,58396375,37064801505,50010557,50008168,1,2020/2/15
192,47528667,36160445784,50007011,50008168,1,2020/2/15
193,44340719,17276415005,251725,28,1,2020/6/27
194,345888076,37929863606,50007011,50008168,1,2020/6/27
195,372717456,43268204474,122660027,28,1,2021/1/12
196,1046278119,37746359631,50008856,28,1,2021/1/12
197,520288854,39175227218,50013207,50008168,1,2020/7/16
198,41290428,39393720774,211122,38,1,2020/8/8
199,71510137,40070065562,50012361,122650008,1,2020/8/8
200,922120529,38818026461,50012439,50014815,1,2020/11/3
201,773452235,41712949578,50013207,50008168,1,2020/11/3
202,42987311,15119337318,50013187,28,4,2019/5/28
203,78373589,17703965147,50013711,50008168,1,2019/5/28
204,872506303,16406447204,50011993,28,1,2019/5/28
205,47579319,25548712116,121466023,50008168,1,2020/5/31
206,695170303,17805215937,50006520,50014815,1,2020/5/31
207,23202259,35798361969,50013207,50008168,1,2020/5/31
208,682480993,38552308117,50010555,50008168,1,2020/5/9
209,21311970,40930903849,50000820,28,1,2020/9/10
210,353604868,39798454258,50012359,122650008,1,2020/10/24
211,1666744184,42182866180,50012359,122650008,1,2020/11/8
212,2115106170,19338051774,50011993,28,1,2020/11/8
213,21982137,17015452673,50008721,50014815,1,2018/7/28
214,112064803,13327908866,50013711,50008168,1,2018/8/30
215,75490173,12490318469,211122,38,2,2018/8/30
216,897014068,19599908189,50010566,50008168,1,2018/8/30
217,288586293,10432932727,50016116,38,1,2019/1/29
218,641175953,21904732463,50013636,50008168,1,2019/1/29
219,1684115591,17715475233,50002524,28,1,2019/6/26
220,61944117,8020647565,50024168,28,3,2019/6/26
221,325944993,17565317749,50012360,122650008,1,2019/6/26
222,805865879,15973403614,50018831,50014815,1,2019/8/8
223,671476780,15642240309,50014129,28,1,2019/8/8
224,753549901,37970402860,50018436,50014815,1,2020/4/27
225,2059210808,37134962156,50012245,50014815,1,2020/4/27
226,892980209,21511404406,50016704,50022520,1,2020/4/27
227,52569790,35906176572,50018825,38,2,2020/3/23
228,137947475,37394499281,50013636,50008168,1,2020/3/23
229,705436835,38050581172,50010555,50008168,1,2020/6/17
230,780079127,36728302266,50012438,50014815,1,2020/6/17
231,678534442,36536285006,50012360,122650008,1,2020/6/17
232,901626357,16421196817,50010558,50008168,1,2020/4/19
233,693235556,17661893783,50156020,50008168,1,2020/4/19
234,49436265,40057129690,121406041,50014815,1,2020/8/25
235,1070267161,7997053149,121364022,50008168,1,2020/10/12
236,35832151,19178578964,50012451,50008168,1,2020/2/28
237,387201989,15863809409,50012245,50014815,1,2020/2/28
238,647972637,20184164177,50010536,50008168,1,2020/2/28
239,603896228,10310068684,50012449,50008168,1,2019/6/17
240,788123879,20373279959,50012364,122650008,1,2019/6/17
241,811678808,22943276809,50018440,50014815,1,2019/6/17
242,56451923,17938943321,50012773,50014815,1,2020/7/22
243,446462579,24349876738,50008424,28,1,2020/7/22
244,1698269229,37462137197,50012361,122650008,3,2020/3/5
245,1076546787,37223027228,50012442,50008168,1,2020/3/5
246,11398888,26361324627,50008807,28,4,2020/3/5
247,392530596,17001611735,50011993,28,101,2020/3/1
248,1886671878,17328354137,50023591,50022520,1,2020/3/1
249,411688371,20184607563,50012432,50014815,1,2019/6/30
250,351595773,39835527644,121394024,50008168,1,2020/9/2
251,658723068,40811034679,50013636,50008168,1,2020/9/2
252,874019884,38639839754,50010558,50008168,1,2020/6/15
253,1923869975,39511231559,50012564,50014815,1,2020/6/15
254,832043508,42338395571,50023686,28,1,2020/11/15
255,1980971872,41232440535,121394024,50008168,1,2020/10/15
256,671593165,22467671574,50003700,28,1,2019/10/25
257,40717216,35332627147,50012365,122650008,1,2019/10/25
258,321508287,7874943730,50012455,50014815,1,2019/10/25
259,89168473,20189452256,50012442,50008168,1,2018/11/14
260,739457948,17175155823,50010558,50008168,1,2018/11/14
261,367350303,15619701066,50006520,50014815,6,2018/11/14
262,790024261,17742690809,50013711,50008168,1,2019/5/21
263,693625160,38606955978,50023707,28,1,2020/10/24
264,61597827,41087041523,50006095,28,1,2020/10/24
265,49423869,39271687511,50013207,50008168,1,2020/7/27
266,1737587862,38378163491,50018831,50014815,1,2020/12/27
267,1868686168,42850893991,50010557,50008168,1,2020/12/27
268,884006809,16452448810,50012361,122650008,1,2018/9/25
269,648441909,14142429043,50013200,28,1,2018/9/25
270,229635323,15685197993,50014277,50014815,1,2018/9/25
271,703214368,10516173816,50012564,50014815,5,2018/11/9
272,1072614039,16157177198,50013636,50008168,1,2018/11/9
273,1043748995,19850384096,50013636,50008168,1,2018/11/9
274,546771881,17109662182,50003700,28,1,2019/1/27
275,77125929,20191468178,50018831,50014815,2,2019/1/27
276,627185889,17450263878,50003700,28,1,2019/4/10
277,1082322756,9230069059,50006023,50022520,2,2019/4/10
278,33975929,35284867992,121382031,50008168,1,2020/5/18
279,356802872,38218462594,50018831,50014815,4,2020/5/18
280,641310095,37686582803,50008875,28,1,2020/5/18
281,73152560,10833226954,50003700,28,1,2020/2/28
282,26147443,17471254055,50009542,50014815,1,2020/2/28
283,112291849,13950513611,50024842,50008168,1,2019/7/10
284,485864476,20945103439,50012471,50014815,1,2019/7/10
285,258202957,22197604967,50016704,50022520,1,2019/7/10
286,1981688755,36898437536,50012359,122650008,1,2020/12/25
287,1931270266,37616759717,121452056,50008168,1,2020/7/7
288,211733420,20167650453,50016706,50022520,1,2020/7/7
289,18427495,12726865474,50012485,50014815,2,2019/9/22
290,181416859,19876499133,50228021,50014815,1,2019/9/22
291,774999348,19273434694,50023591,50022520,1,2019/9/12
292,27891227,16632595924,50012442,50008168,1,2019/9/12
293,458794715,10880388202,50018825,38,1,2019/9/12
294,918911822,37417769614,50012359,122650008,1,2020/4/14
295,1607810358,25726312341,50012451,50008168,1,2020/4/14
296,13537581,21701779747,50013636,50008168,1,2020/1/6
297,130043178,20840752818,50013207,50008168,1,2020/1/6
298,547565290,35107917975,50012365,122650008,1,2020/1/6
299,750574684,35572324049,50016704,50022520,1,2020/3/30
300,916173921,20163034915,50012788,28,1,2020/3/30
301,80659509,36709237693,50015727,50014815,2,2020/3/30
302,826488613,35634315152,50008875,28,1,2019/11/17
303,199045095,16562449647,50012449,50008168,1,2019/11/17
304,278380320,10893268749,211122,38,6,2021/1/26
305,675298418,10103799899,50006032,50022520,1,2021/1/26
306,179250018,16230526802,50013636,50008168,2,2018/11/11
307,129993757,17680235797,50010558,50008168,1,2018/11/11
308,92359774,15727424958,50013636,50008168,1,2018/11/11
309,99712499,10847915319,50013636,50008168,1,2018/11/11
310,802292318,16734487504,50006843,38,1,2018/11/11
311,30501179,12678593483,50006602,50008168,2,2020/9/2
312,2058332217,39572951210,50010555,50008168,1,2020/7/25
313,475032837,20198835949,50010558,50008168,1,2019/5/14
314,87267992,2004847063,50002524,28,1,2019/5/14
315,746385942,26886708125,50012376,50022520,1,2019/10/27
316,470444227,18696403055,50018436,50014815,1,2019/10/27
317,1049051801,27094944780,50012451,50008168,2,2019/10/27
318,259879874,39855377983,121408024,50008168,1,2020/9/14
319,686259706,16000533664,50010549,50008168,1,2020/9/14
320,1866183232,15362497510,50012424,28,1,2020/3/6
321,196351350,12358220267,50024151,28,1,2020/3/6
322,1064259707,19415190330,50006095,28,1,2020/3/6
323,791373543,19813613870,50012442,50008168,1,2020/5/2
324,2084503379,17342299951,50006957,28,1,2020/5/2
325,108248812,41964736566,50010536,50008168,1,2021/1/25
326,1055416132,42397920930,50011828,50022520,1,2021/1/25
327,94720348,40301244443,50018831,50014815,1,2021/1/2
328,1834895775,43246645145,50010544,50008168,1,2021/1/2
329,883604540,19486401993,50016704,50022520,1,2020/11/6
330,408515292,10174624070,50011993,28,1,2020/2/4
331,606636500,16143687091,50013636,50008168,2,2018/9/10
332,253522099,16569875141,50016706,50022520,1,2018/9/10
333,908709335,9905077665,203322,28,1,2018/9/10
334,131021484,15647837835,50006602,50008168,1,2018/9/10
335,607616238,18765743379,50013636,50008168,1,2019/3/4
336,141490273,14888458417,50023636,28,1,2019/3/4
337,2236741079,40449614217,50010566,50008168,1,2020/9/18
338,401138472,14336594007,50003700,28,1,2019/8/2
339,373726419,24033632962,50008727,50014815,1,2019/8/2
340,65786696,15013503182,50012474,28,1,2020/2/25
341,831058355,35574301088,50012424,28,1,2020/2/25
342,184427755,17188883205,50012442,50008168,1,2018/11/13
343,36013790,14970322557,50011993,28,1,2018/11/13
344,308958878,40929847618,50010566,50008168,1,2021/1/7
345,277349655,21297516176,50006843,38,1,2021/1/7
346,89549238,41637312043,50013636,50008168,1,2020/12/12
347,31795068,20749016489,121394024,50008168,1,2020/12/12
348,39630222,36065209588,50012365,122650008,1,2020/12/12
349,2267000239,40228730287,50012359,122650008,1,2020/10/12
350,1072233837,37643180055,50018436,50014815,1,2020/10/12
351,353058027,40345476845,50010557,50008168,1,2020/11/8
352,790526806,36768583457,50010566,50008168,1,2020/4/15
353,105188726,7699617366,50006602,50008168,1,2018/10/22
354,409226305,15938966395,50012366,122650008,1,2018/10/22
355,108600936,13726846339,50013207,50008168,1,2018/10/22
356,128388012,20804967898,50012361,122650008,1,2019/9/2
357,747092342,21708147113,50010558,50008168,1,2019/9/2
358,186387641,19696530517,50012361,122650008,1,2019/9/2
359,347987433,38538099924,50012364,122650008,1,2020/5/25
360,25847454,22328940677,50012245,50014815,4,2020/5/25
361,808332945,38395509289,50013207,50008168,1,2020/5/25
362,2242122629,15702737975,50013207,50008168,1,2020/9/24
363,763787778,42091142651,50012365,122650008,1,2020/11/5
364,1082110166,22083840779,50011993,28,1,2020/10/30
365,2272815271,40186808606,50018831,50014815,1,2020/10/30
366,158293125,14466586145,50006030,50022520,1,2018/8/26
367,797300269,12592327830,50010566,50008168,1,2018/8/26
368,537974689,15394977038,50013636,50008168,1,2018/8/26
369,375324201,188208197,50023722,28,1,2019/3/29
370,34689462,15830062907,50014129,28,1,2019/3/29
371,764275037,36246803284,50011993,28,1,2019/12/26
372,663323441,35013054893,50013636,50008168,1,2019/12/26
373,797878849,26309628773,50012451,50008168,1,2019/12/26
374,609486989,36956863920,50011993,28,1,2020/4/16
375,17280238,17504108573,50012485,50014815,2,2020/4/16
376,50313665,20657211771,50012451,50008168,1,2020/4/16
377,94769573,13716364917,50015727,50014815,1,2019/11/24
378,833654608,16938927493,50012432,50014815,1,2019/11/24
379,2011648816,37862264977,50228021,50014815,1,2020/3/16
380,1990086430,37134017410,50013207,50008168,1,2020/3/16
381,1929823172,37148308986,50010545,50008168,1,2020/3/16
382,20995405,36818435772,50013636,50008168,1,2020/7/31
383,34380319,39376560209,50010558,50008168,1,2020/7/31
384,54747933,39164497467,50010558,50008168,1,2020/6/2
385,657997500,38507596030,50010555,50008168,1,2020/6/2
386,756739123,26626712415,50006097,28,1,2020/6/22
387,69773813,40052562352,50012361,122650008,1,2020/9/22
388,153651309,42940592890,121452056,50008168,1,2020/12/19
389,63229414,42670521942,50008856,28,1,2020/12/19
390,1022278076,17178087280,50012451,50008168,1,2018/11/23
391,1699527366,37940337997,50014530,50008168,1,2020/11/18
392,504804896,36740523560,50012361,122650008,1,2020/11/18
393,808030601,38325453122,50012475,28,10,2020/7/16
394,89152681,19506327983,50012431,50014815,1,2019/5/17
395,1059151568,19557451605,50010558,50008168,1,2019/5/17
396,73743071,15646178172,50006602,50008168,1,2019/5/17
397,191045226,21909544560,50013207,50008168,1,2019/8/27
398,294487431,19338434787,50013711,50008168,1,2019/8/27
399,579193743,14548523674,50013636,50008168,1,2019/5/2
400,140442115,6196641190,50009540,50014815,1,2019/5/2
401,1124373301,10340084800,50013187,28,1,2019/5/2
402,15375327,17482470214,50012359,122650008,1,2019/6/3
403,828939761,17929393664,50013207,50008168,1,2019/6/3
404,1130652949,17531404707,50012617,50014815,1,2019/6/3
405,94917136,37439289537,50012361,122650008,1,2020/4/13
406,842502553,36490133859,50006030,50022520,1,2020/4/13
407,628154609,18607947574,50013207,50008168,1,2020/3/15
408,12060934,14020897390,50012371,122650008,1,2020/3/15
409,1968453717,12567034563,122616024,28,14,2021/1/27
410,50186739,40656444515,50010544,50008168,1,2021/1/27
411,49630210,42721564588,50010549,50008168,1,2021/1/27
412,647970943,42250472019,50010538,50008168,1,2020/12/12
413,763343323,35898390736,50010555,50008168,1,2020/12/12
414,111238217,13130663199,121414042,50022520,1,2020/10/18
415,15169247,14092661801,121408024,50008168,1,2020/10/18
416,1034017295,40372885625,50010558,50008168,1,2020/11/29
417,142516573,39263161861,50013636,50008168,1,2020/12/1
418,842296408,10729772090,50011993,28,1,2018/10/15
419,224798654,19539516589,50006235,50008168,1,2018/10/15
420,299068805,20320216997,50013636,50008168,1,2018/10/15
421,465367819,8633072982,50012371,122650008,1,2019/4/8
422,719878893,2276405999,50003700,28,1,2019/4/8
423,923777348,19172891851,50011993,28,1,2019/4/8
424,528983,37869413885,50013207,50008168,1,2020/5/8
425,165896581,36306386285,50012429,28,1,2020/5/8
426,36562898,15837792821,50014268,50014815,1,2020/5/8
427,60375735,16714610496,50018614,38,1,2019/3/30
428,90068599,18273155496,50000820,28,1,2019/3/30
429,1760529303,22011380291,50013711,50008168,1,2019/12/14
430,1857784804,26751284312,50012365,122650008,1,2019/12/14
431,349086589,24636016903,50012564,50014815,1,2020/3/10
432,1815195016,35021191150,50016032,28,1,2020/3/10
433,687696040,37425530181,50023591,50022520,1,2020/3/10
434,650666942,35840016215,50006602,50008168,1,2020/7/1
435,77175683,18287210938,50010558,50008168,1,2020/7/1
436,107344443,16999202803,50006602,50008168,1,2020/1/25
437,524351436,41616866813,50010558,50008168,1,2020/11/11
438,1664494902,40867835503,50010555,50008168,1,2020/11/11
439,2218797395,39617074820,50010544,50008168,1,2020/12/28
440,669302326,8945822711,211122,38,6,2019/5/26
441,58955138,19889306637,50013636,50008168,1,2019/9/13
442,854146269,19161118487,50013711,50008168,1,2019/9/13
443,119434628,18982036853,50006602,50008168,1,2019/9/13
444,73666140,35452824088,50016704,50022520,1,2019/12/11
445,425705249,14563246094,203320,28,1,2019/12/11
446,1993208739,37501052139,50006095,28,1,2020/3/26
447,1027969540,37554024452,50012442,50008168,1,2020/3/26
448,1677434032,37597449343,50012359,122650008,1,2020/3/26
449,325928841,39007468481,121364022,50008168,2,2020/7/13
450,1880202552,16228955347,121452056,50008168,1,2020/7/13
451,1908983530,38418455099,121364031,50014815,3,2020/7/13
452,1083212351,37652399638,50010545,50008168,1,2020/4/8
453,1927142708,21806292490,50016704,50022520,1,2020/4/8
454,486513614,17828043627,50011993,28,6,2021/1/26
455,216907677,19554670678,50015146,28,1,2021/1/26
456,23319365,42236812998,50010544,50008168,1,2021/1/26
457,151871244,22401255116,50010549,50008168,1,2021/1/23
458,714417825,43024663080,50010536,50008168,1,2021/1/23
459,707367194,20504951287,50014273,50014815,1,2019/7/22
460,308086907,38898681691,50008811,28,1,2020/7/15
461,137629493,17354672423,50008722,50014815,1,2020/7/15
462,1802549062,17383345857,50006520,50014815,11,2020/11/20
463,1917034145,42093016520,50008705,28,1,2020/11/2
464,1027622151,39992132397,121452056,50008168,1,2021/2/2
465,115883465,40555722591,50006095,28,1,2020/10/16
466,790433698,41451416654,50006966,28,1,2020/12/20
467,357063413,39811328797,203527,28,1,2020/12/20
468,2010001102,42398294028,50158020,50008168,1,2020/12/24
469,86847538,36645061093,50024631,28,1,2020/12/24
470,891503973,41187621730,122676024,28,1,2020/11/16
471,1053006579,26460036219,50012451,50008168,1,2019/9/27
472,293592787,5075171490,50012363,122650008,1,2019/9/27
473,378644382,16750421609,50011993,28,1,2019/9/27
474,1012912461,13359971521,50006030,50022520,1,2018/11/21
475,488322635,9303420104,50010566,50008168,1,2018/11/21
476,1062442355,20346384708,50012428,28,1,2018/11/21
477,112083154,16878944325,50156020,50008168,1,2019/5/2
478,1117916711,10426721459,50012359,122650008,1,2019/5/2
479,58368113,40310442746,50010558,50008168,1,2020/8/21
480,904471547,16804114349,50023532,28,7,2020/8/21
481,369616040,37089344763,50023732,28,1,2020/8/21
482,71593888,24629928877,50003700,28,1,2019/8/5
483,1633175145,23821228290,50023591,50022520,1,2019/8/5
484,514406509,14739704994,50006030,50022520,1,2019/8/5
485,93029272,36511203072,50011993,28,2,2019/12/29
486,803116453,35933203297,50013636,50008168,1,2019/12/29
487,374746819,19065857918,50013207,50008168,1,2019/12/12
488,116150382,14871825914,50010236,50014815,1,2019/12/12
489,1117031029,37440764755,50006602,50008168,1,2020/3/4
490,585392806,36116179671,50010555,50008168,1,2020/3/4
491,794805656,35043012221,121414042,50022520,2,2020/6/28
492,87863219,36464652948,50008847,28,3,2020/6/28
493,201102256,26501516887,50012474,28,1,2021/1/5
494,2334347397,41284052003,50023591,50022520,1,2021/1/5
495,419554296,37829194505,50024153,28,1,2020/12/31
496,909170699,42017576466,50010557,50008168,1,2020/12/13
497,674562783,36845759358,50006235,50008168,1,2020/12/13
498,248493374,41772700349,50007011,50008168,1,2020/11/27
499,59724310,40380188438,50009540,50014815,1,2020/11/27
500,170761914,5357351563,50009541,50014815,2,2018/10/26
501,892860326,20213256610,50016457,28,1,2018/10/26
502,42652659,7952628994,50016034,28,1,2018/10/26
503,822791019,20119129071,50013711,50008168,1,2019/10/18
